kbpedia-id,pref-label,alt-label,definition
EscobariaVivipara,,,"Escobaria vivipara is a species of cactus known by several common names, including spinystar, and viviparous foxtail cactus. It is native to North America, where certain varieties can be found from Mexico to Canada. Most are limited to the Mojave and Sonoran Deserts. This is a small cactus growing to a maximum height of about 15 centimeters, often remaining smaller and oblong or spherical. It is densely covered in a mat of star-shaped arrays of straight white spines one to two and a half centimeters long. It flowers in yellow, pink, or purple blooms two to five centimeters across."
EscrowPayment,,,"An escrow is: \n*  a contractual arrangement in which a third party receives and disburses money or documents for the primary transacting parties, with the disbursement dependent on conditions agreed to by the transacting parties, or \n*  an account established by a broker for holding funds on behalf of the broker's principal or some other person until the consummation or termination of a transaction; or, \n*  a trust account held in the borrower's name to pay obligations such as property taxes and insurance premiums."
EscudoHummingbird,,,"The Escudo hummingbird (Amazilia tzacatl handleyi) is a hummingbird in the subfamily Trochilinae. It was long considered a doubtfully distinct species, but more recently it is generally treated as a subspecies of the rufous-tailed hummingbird, A. tzacatl. It is endemic to Isla Escudo de Veraguas in Panama. Except for its larger size, it is similar to the rufous-tailed hummingbird. Its natural habitat is tropical moist shrubland and woodland. With a total range estimated at only 3 km², it is potentially threatened by habitat loss or invasive species."
ESFJ,,,"ESFJ (Extraversion, Sensing, Feeling, Judgment) is an abbreviation used in the publications of the Myers-Briggs Type Indicator (MBTI) to refer to one of 16 personality types. The MBTI assessment was developed from the work of prominent psychiatrist Carl G. Jung in his book Psychological Types. Jung proposed a psychological typology based on the theories of cognitive functions that he developed through his clinical observations."
ESFP,,,"ESFP (Extrovert, Sensing, Feeling, Perception) is an abbreviation used in the publications of the Myers-Briggs Type Indicator (MBTI) to refer to one of the sixteen personality types. The MBTI assessment was developed from the work of prominent psychiatrist Carl G. Jung in his book Psychological Types. Jung proposed a psychological typology based on the theories of cognitive functions that he developed through his clinical observations."
EskimoCurlew,,,"The Eskimo curlew or the northern curlew is one of eight species of curlew, and is classed in the genus Numenius. It was one of the most numerous shorebirds in the tundra of western Arctic Canada and Alaska, with approximately two million birds killed per year in the late 1800s. Having not been seen in over 30 years, the Eskimo curlew is now considered possibly extinct. The bird was about 30 cm (12 in) long and fed mostly on berries."
Esomeprazole,,,"Esomeprazole sold under the brand name Nexium (or Nexum) among others, is a proton-pump inhibitor which reduces stomach acid. It is used in the treatment of dyspepsia, peptic ulcer disease, gastroesophageal reflux disease, and Zollinger-Ellison syndrome. It decreases secretion of acid through inhibition of the H+/K+-ATPase in the parietal cells of the stomach. By inhibiting the functioning of this transporter, the drug prevents formation of stomach acid. Esomeprazole is the (S)-(−)-enantiomer of omeprazole. Esomeprazole is currently sold over the counter in the US and the UK."
EsophagealCancer,,,"Esophageal cancer (or oesophageal cancer) is cancer arising from the esophagus—the food pipe that runs between the throat and the stomach. Symptoms often include difficulty in swallowing and weight loss. Other symptoms may include pain when swallowing, a hoarse voice, enlarged lymph nodes (glands) around the collarbone, a dry cough, and possibly coughing up or vomiting blood."
Esparto,,,"Stipa tenacissima, (esparto, esparto grass, halfah grass or needles grass) is a perennial grass of northwestern Africa and the southern part of the Iberian Peninsula."
Espostoa,,,"Espostoa is a genus of columnar cacti, comprising 16 species known from the Andes of southern Ecuador and Peru. It usually lives at an altitude of between 800m and 2500m. Its fruit is edible, sweet, and juicy. The genus is named after Nicolas E. Esposto, a renowned botanist from Lima. These candle-like cacti are covered with thorns and white hair. Only the older specimens can divide. In adulthood, a cephalium sometimes appears, similar to the Mexican genus Cephalocereus. They were discovered by Alexander von Humboldt and Aimé Bonpland in the early nineteenth century."
EspostoaGuentheri,,,Espostoa guentheri is a species of cactus.
EspostoopsisDybowskii,,,"Espostoopsis is a monotypic genus of cactus containing the single species Espostoopsis dybowskii. The generic name is formed from Greek opsis meaning \""view\"", referring to its resemblance to the genus Espostoa, with which it is often confused. The plant is only known from northern Bahia, Brazil."
EspressoMachine,,,"An espresso machine brews coffee by forcing pressurized water near boiling point through a ""puck"" of ground coffee and a filter in order to produce a thick, concentrated coffee called espresso. The first machine for making espresso was built and patented in 1884 by Angelo Moriondo of Turin, Italy. An improved design was patented in 1901, which was bought by the founder of the ""La Pavoni"" company which from 1905 produced espresso machines commercially on a small scale in Milan."
Estazolam,,,"Estazolam (desmethylalprazolam, marketed under the brand names ProSom, Eurodin) is a benzodiazepine derivative drug developed by Upjohn in the 1970s. It possesses anxiolytic, anticonvulsant, sedative and skeletal muscle relaxant properties. Estazolam is an intermediate-acting oral benzodiazepine. It is commonly prescribed for short-term treatment of insomnia."
Estesia,,,"Estesia (in honour of Richard Estes) is an extinct genus of Late Cretaceous helodermatoid lizard found in the Gobi Desert in Mongolia. It was discovered in June 1990 by a joint expedition made up of Mongolian and American palaeontologists, and described in 1992 by Mark Norell, Malcolm McKenna and Michael Novacek. This animal is very interesting, not only because it's close to the lineage of modern Gila monsters (Heloderma), but also because its dentition shows evidence that it was venomous. The type species is E. mongoliensis, after Mongolia, where it was found."
ESTJ,,,"ESTJ (Extraversion, Sensing, Thinking, Judgment) is an abbreviation used in the publications of the Myers-Briggs Type Indicator (MBTI) to refer to one of sixteen personality types. The MBTI assessment was developed from the work of prominent psychiatrist Carl G. Jung in his book Psychological Types. Jung proposed a psychological typology based on the theories of cognitive functions that he developed through his clinical observations."
EstonianLanguage,Estonian language,Estonian,
EstonianPerson,Estonians,Estonian,
ESTP,,,"ESTP (Extraversion, Sensing, Thinking, Perception) is an abbreviation used in the publications of the Myers-Briggs Type Indicator (MBTI) to refer to one of sixteen personality types. The MBTI assessment was developed from the work of prominent psychiatrist Carl G. Jung in his book Psychological Types. Jung proposed a psychological typology based on the theories of cognitive functions that he developed through his clinical observations."
